x_from,y_from,x_to,y_to,dist,json
-73.9935,40.729122,-73.962158,40.729122,1083.9,{'destinations': [{'location': [-73.993607, 40.729174], 'name': 'Broadway'}, {'location': [-73.961117, 40.73028], 'name': 'Kent Street'}], 'sources': [{'location': [-73.993607, 40.729174], 'name': 'Broadway'}, {'location': [-73.961117, 40.73028], 'name': 'Kent Street'}], 'durations': [[0, 1083.9], [1193.4, 0]], 'code': 'Ok'}
-73.9935,40.729122,-73.968414,40.729122,556.9,{'destinations': [{'location': [-73.993607, 40.729174], 'name': 'Broadway'}, {'location': [-73.971552, 40.728963], 'name': ''}], 'sources': [{'location': [-73.993607, 40.729174], 'name': 'Broadway'}, {'location': [-73.971552, 40.728963], 'name': ''}], 'durations': [[0, 556.9], [648.4, 0]], 'code': 'Ok'}
-73.9935,40.729122,-74.004074,40.729122,253.4,{'destinations': [{'location': [-73.993607, 40.729174], 'name': 'Broadway'}, {'location': [-74.004117, 40.729204], 'name': 'Downing Street'}], 'sources': [{'location': [-73.993607, 40.729174], 'name': 'Broadway'}, {'location': [-74.004117, 40.729204], 'name': 'Downing Street'}], 'durations': [[0, 253.4], [496.5, 0]], 'code': 'Ok'}
-73.9935,40.729122,-73.961662,40.729122,1049.0,{'destinations': [{'location': [-73.993607, 40.729174], 'name': 'Broadway'}, {'location': [-73.960256, 40.729622], 'name': 'Greenpoint Avenue'}], 'sources': [{'location': [-73.993607, 40.729174], 'name': 'Broadway'}, {'location': [-73.960256, 40.729622], 'name': 'Greenpoint Avenue'}], 'durations': [[0, 1049], [1166.2, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.962349,40.760841,577.6,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.962498, 40.760643], 'name': 'East 60th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.962498, 40.760643], 'name': 'East 60th Street'}], 'durations': [[0, 577.6], [619, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.988029,40.760841,471.4,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.988141, 40.760689], 'name': 'West 47th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.988141, 40.760689], 'name': 'West 47th Street'}], 'durations': [[0, 471.4], [441.9, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.975075,40.760841,309.1,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.975034, 40.760898], 'name': 'East 54th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.975034, 40.760898], 'name': 'East 54th Street'}], 'durations': [[0, 309.1], [329.4, 0]], 'code': 'Ok'}
-73.978645,40.760841,-74.003113,40.760841,732.3,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.002827, 40.760707], 'name': ''}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.002827, 40.760707], 'name': ''}], 'durations': [[0, 732.3], [659.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.954994,40.760841,596.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.95571, 40.761296], 'name': 'FDR Drive'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.95571, 40.761296], 'name': 'FDR Drive'}], 'durations': [[0, 596.7], [1045.3, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.982712,40.760841,304.0,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.982696, 40.760863], 'name': 'West 50th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.982696, 40.760863], 'name': 'West 50th Street'}], 'durations': [[0, 304], [107.9, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.96727,40.760841,371.2,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.967149, 40.76079], 'name': '3rd Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.967149, 40.76079], 'name': '3rd Avenue'}], 'durations': [[0, 371.2], [483, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.991394,40.760841,507.0,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.990995, 40.760674], 'name': '9th Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.990995, 40.760674], 'name': '9th Avenue'}], 'durations': [[0, 507], [443.7, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.905273,40.760841,1193.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.904945, 40.760759], 'name': '56th Place'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.904945, 40.760759], 'name': '56th Place'}], 'durations': [[0, 1193.7], [1289.4, 0]], 'code': 'Ok'}
-73.978645,40.760841,-74.002365,40.760841,707.9,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.0023, 40.760815], 'name': '12th Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.0023, 40.760815], 'name': '12th Avenue'}], 'durations': [[0, 707.9], [572.4, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.970352,40.760841,275.4,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.970508, 40.760631], 'name': 'East 56th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.970508, 40.760631], 'name': 'East 56th Street'}], 'durations': [[0, 275.4], [358.3, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.9935,40.760841,611.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.993695, 40.760575], 'name': 'West 44th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.993695, 40.760575], 'name': 'West 44th Street'}], 'durations': [[0, 611.7], [453.4, 0]], 'code': 'Ok'}
-73.978645,40.760841,-74.01442,40.760841,1197.3,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.018351, 40.76096], 'name': ''}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.018351, 40.76096], 'name': ''}], 'durations': [[0, 1197.3], [1062.8, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.978973,40.760841,203.3,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.978932, 40.760897], 'name': 'West 52nd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.978932, 40.760897], 'name': 'West 52nd Street'}], 'durations': [[0, 203.3], [7.9, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.977058,40.760841,259.9,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.977007, 40.760911], 'name': 'West 53rd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.977007, 40.760911], 'name': 'West 53rd Street'}], 'durations': [[0, 259.9], [330.7, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.993309,40.760841,511.0,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.99309, 40.76114], 'name': 'West 45th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.99309, 40.76114], 'name': 'West 45th Street'}], 'durations': [[0, 511], [428.7, 0]], 'code': 'Ok'}
-73.978645,40.760841,-74.005966,40.760841,1192.4,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.006004, 40.760789], 'name': 'Lincoln Tunnel'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.006004, 40.760789], 'name': 'Lincoln Tunnel'}], 'durations': [[0, 1192.4], [617.2, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.962952,40.760841,567.0,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.962953, 40.760839], 'name': 'East 60th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.962953, 40.760839], 'name': 'East 60th Street'}], 'durations': [[0, 567], [559.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.972443,40.760841,304.6,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.972561, 40.760679], 'name': 'East 55th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.972561, 40.760679], 'name': 'East 55th Street'}], 'durations': [[0, 304.6], [292.8, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.999077,40.760841,654.9,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.998912, 40.761069], 'name': 'West 42nd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.998912, 40.761069], 'name': 'West 42nd Street'}], 'durations': [[0, 654.9], [502.1, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.989082,40.760841,487.8,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.988945, 40.761027], 'name': 'West 47th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.988945, 40.761027], 'name': 'West 47th Street'}], 'durations': [[0, 487.8], [425.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-74.010605,40.760841,1151.4,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.009555, 40.762278], 'name': 'Lincoln Tunnel'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.009555, 40.762278], 'name': 'Lincoln Tunnel'}], 'durations': [[0, 1151.4], [658.2, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.952705,40.760841,1088.2,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.952157, 40.760602], 'name': 'West Road'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.952157, 40.760602], 'name': 'West Road'}], 'durations': [[0, 1088.2], [1289.7, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.983765,40.760841,293.5,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.983509, 40.760735], 'name': '7th Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.983509, 40.760735], 'name': '7th Avenue'}], 'durations': [[0, 293.5], [182.4, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.967468,40.760841,369.9,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.967196, 40.760727], 'name': '3rd Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.967196, 40.760727], 'name': '3rd Avenue'}], 'durations': [[0, 369.9], [484.3, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.948807,40.760841,1016.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.94996, 40.761543], 'name': 'Main Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.94996, 40.761543], 'name': 'Main Street'}], 'durations': [[0, 1016.7], [1218.7, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.979424,40.760841,177.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.979665, 40.760943], 'name': '6th Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.979665, 40.760943], 'name': '6th Avenue'}], 'durations': [[0, 177.7], [33.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.978531,40.760841,2.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.978595, 40.760755], 'name': 'West 52nd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.978595, 40.760755], 'name': 'West 52nd Street'}], 'durations': [[0, 2.7], [208.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.976936,40.760841,256.3,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.976913, 40.760872], 'name': 'West 53rd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.976913, 40.760872], 'name': 'West 53rd Street'}], 'durations': [[0, 256.3], [334.3, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.97464,40.760841,320.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.974701, 40.760758], 'name': 'East 54th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.974701, 40.760758], 'name': 'East 54th Street'}], 'durations': [[0, 320.7], [317.8, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.991508,40.760841,488.2,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.991714, 40.76056], 'name': 'West 45th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.991714, 40.76056], 'name': 'West 45th Street'}], 'durations': [[0, 488.2], [451.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.984406,40.760841,350.1,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.984418, 40.760845], 'name': 'Broadway'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.984418, 40.760845], 'name': 'Broadway'}], 'durations': [[0, 350.1], [208.6, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.969582,40.760841,288.3,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.969424, 40.761054], 'name': 'East 57th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.969424, 40.761054], 'name': 'East 57th Street'}], 'durations': [[0, 288.3], [328.7, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.959991,40.760841,541.3,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.959769, 40.761143], 'name': 'East 62nd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.959769, 40.761143], 'name': 'East 62nd Street'}], 'durations': [[0, 541.3], [616.9, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.97847,40.760841,4.6,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.978537, 40.76073], 'name': 'West 52nd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.978537, 40.76073], 'name': 'West 52nd Street'}], 'durations': [[0, 4.6], [206.6, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.9785,40.760841,3.5,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.978572, 40.760745], 'name': 'West 52nd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.978572, 40.760745], 'name': 'West 52nd Street'}], 'durations': [[0, 3.5], [207.7, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.995415,40.760841,586.0,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.995614, 40.760567], 'name': 'West 43rd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.995614, 40.760567], 'name': 'West 43rd Street'}], 'durations': [[0, 586], [575.1, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.985291,40.760841,352.5,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.985115, 40.760768], 'name': ''}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.985115, 40.760768], 'name': ''}], 'durations': [[0, 352.5], [219.4, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.990974,40.760841,502.6,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.990896, 40.760809], 'name': '9th Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.990896, 40.760809], 'name': '9th Avenue'}], 'durations': [[0, 502.6], [448.1, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.988777,40.760841,483.1,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.988712, 40.760929], 'name': 'West 47th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.988712, 40.760929], 'name': 'West 47th Street'}], 'durations': [[0, 483.1], [430.2, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.962273,40.760841,579.1,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.962433, 40.760616], 'name': 'East 60th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.962433, 40.760616], 'name': 'East 60th Street'}], 'durations': [[0, 579.1], [617.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.984177,40.760841,310.5,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.984278, 40.760704], 'name': 'West 49th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.984278, 40.760704], 'name': 'West 49th Street'}], 'durations': [[0, 310.5], [218.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.97065,40.760841,270.1,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.970734, 40.760728], 'name': 'East 56th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.970734, 40.760728], 'name': 'East 56th Street'}], 'durations': [[0, 270.1], [363.6, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.963959,40.760841,554.1,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.964121, 40.7608], 'name': ''}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.964121, 40.7608], 'name': ''}], 'durations': [[0, 554.1], [991.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.990562,40.760841,511.4,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.990527, 40.760889], 'name': 'West 46th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.990527, 40.760889], 'name': 'West 46th Street'}], 'durations': [[0, 511.4], [354.6, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.955093,40.760841,596.4,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.955745, 40.761265], 'name': 'FDR Drive'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.955745, 40.761265], 'name': 'FDR Drive'}], 'durations': [[0, 596.4], [1045.6, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.984909,40.760841,345.6,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.985026, 40.76089], 'name': ''}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.985026, 40.76089], 'name': ''}], 'durations': [[0, 345.6], [295.1, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.963753,40.760841,947.3,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.963698, 40.760917], 'name': ''}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.963698, 40.760917], 'name': ''}], 'durations': [[0, 947.3], [477.1, 0]], 'code': 'Ok'}
-73.978645,40.760841,-74.001686,40.760841,719.1,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.001914, 40.760935], 'name': '12th Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.001914, 40.760935], 'name': '12th Avenue'}], 'durations': [[0, 719.1], [518.2, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.955315,40.760841,610.6,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.955856, 40.761166], 'name': 'FDR Drive'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.955856, 40.761166], 'name': 'FDR Drive'}], 'durations': [[0, 610.6], [1046.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-74.002159,40.760841,707.3,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.002256, 40.760879], 'name': '12th Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.002256, 40.760879], 'name': '12th Avenue'}], 'durations': [[0, 707.3], [573, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.979225,40.760841,197.2,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.979124, 40.760978], 'name': 'West 52nd Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.979124, 40.760978], 'name': 'West 52nd Street'}], 'durations': [[0, 197.2], [14, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.988815,40.760841,483.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.988741, 40.760942], 'name': 'West 47th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.988741, 40.760942], 'name': 'West 47th Street'}], 'durations': [[0, 483.7], [429.6, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.99,40.760841,527.9,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.990099, 40.760707], 'name': 'West 46th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.990099, 40.760707], 'name': 'West 46th Street'}], 'durations': [[0, 527.9], [338.1, 0]], 'code': 'Ok'}
-73.978645,40.760841,-74.001465,40.760841,706.3,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.001682, 40.76055], 'name': 'West 40th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.001682, 40.76055], 'name': 'West 40th Street'}], 'durations': [[0, 706.3], [531, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.956032,40.760841,608.1,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.956137, 40.760916], 'name': 'FDR Drive'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.956137, 40.760916], 'name': 'FDR Drive'}], 'durations': [[0, 608.1], [1049, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.969315,40.760841,300.4,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.969224, 40.760803], 'name': 'Lexington Avenue'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.969224, 40.760803], 'name': 'Lexington Avenue'}], 'durations': [[0, 300.4], [346.6, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.952904,40.760841,1087.0,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.952206, 40.760537], 'name': 'West Road'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.952206, 40.760537], 'name': 'West Road'}], 'durations': [[0, 1087], [1288.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-74.002739,40.760841,727.9,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.002742, 40.760761], 'name': ''}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-74.002742, 40.760761], 'name': ''}], 'durations': [[0, 727.9], [663.9, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.970398,40.760841,274.6,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.970543, 40.760646], 'name': 'East 56th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.970543, 40.760646], 'name': 'East 56th Street'}], 'durations': [[0, 274.6], [359.1, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.972847,40.760841,319.9,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.972871, 40.760808], 'name': 'East 55th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.972871, 40.760808], 'name': 'East 55th Street'}], 'durations': [[0, 319.9], [277.5, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.991776,40.760841,491.6,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.991919, 40.760646], 'name': 'West 45th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.991919, 40.760646], 'name': 'West 45th Street'}], 'durations': [[0, 491.6], [448.1, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.989975,40.760841,528.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.99008, 40.760699], 'name': 'West 46th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.99008, 40.760699], 'name': 'West 46th Street'}], 'durations': [[0, 528.7], [337.3, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.964951,40.760841,417.5,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.964936, 40.760862], 'name': 'East 59th Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.964936, 40.760862], 'name': 'East 59th Street'}], 'durations': [[0, 417.5], [460.2, 0]], 'code': 'Ok'}
-73.978645,40.760841,-73.980896,40.760841,199.7,{'destinations': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.980852, 40.7609], 'name': 'West 51st Street'}], 'sources': [{'location': [-73.978682, 40.760792], 'name': 'West 52nd Street'}, {'location': [-73.980852, 40.7609], 'name': 'West 51st Street'}], 'durations': [[0, 199.7], [212.2, 0]], 'code': 'Ok'}
